marca_temporal,modalidad,trabajo,tipo_de_trabajo,devops,codificar_por_trabajo,experiencia_en_ti,experiencia_en_codificación_,primera_línea_de_código_en_una_máquina,educación,carreras_o_especialidades,importancia_educación_formal,género,edad_actual_,salario_mensual,programación_scripting_y_lenguajes_de_marcado,librerías_o_web_frameworks,otras_frameworks_librerías_y_herramientas,base_de_datos,plataformas,lenguaje_favorito,lenguaje_más_odiado,framework_favorito,framework_más_odiado,herramientas
2021/03/04 5:23:08 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;Dev mobile;Aps de escritorio o empresariales;DB Admin,Sys Admin,Sí,5-9,5-9,14-15,Ed. Secundaria,Ninguna,+ || -,HOMBRE,20-24,3.500.000 a 5.000.000 Gs.,JavaScript;TypeScript;PHP;Java;C++;HTML/CSS;SQL;Objective-C;Fox Pro,ASP.NET;Vue.js,Node.js,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server,GNU/Linux;Microsoft Windows;AWS;Android;iOS;Arduino,SQL,Java,Vue.js,,GitHub;Microsoft Team;Trello
2021/03/04 6:02:37 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Dev mobile,,Sí,5-9,5-9,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Análisis de Sistemas,+ || -,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;PHP;Python;Java;C++;HTML/CSS;SQL,React.js;Angular;JQuery;Express;Django;Flask;Symfony,Node.js;React Native;Unreal Engine,MySQL;MariaDB;MongoDB;Firebase,GNU/Linux;Microsoft Windows;MacOS;Raspberry Pi;iOS;Heroku;Arduino,Python,Java,React.js,Angular,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Microsoft Team;Microsoft Azure;Trello;Discord
2021/03/04 6:13:58 p. m. GMT-3,Hibrído,Ambas,Dev full-stack;Dev mobile;DB Admin,,Sí,5-9,5-9,18-19,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Programación;Ing. Informática,NO,HOMBRE,25-29,12.000.000 a 15.000.000 Gs.,JavaScript;TypeScript;PHP;Python;Java;SQL;Oracle form,React.js;JQuery;Vue.js;Spring;Django;Laravel,Node.js;React Native,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Redis;Oracle;Firebase,GNU/Linux;Docker;AWS;Android;Heroku,JavaScript,C,Laravel,JQuery,GitHub;Slack;GitLab;Google Suite;Trello
2021/03/04 6:44:17 p. m. GMT-3,Hibrído,Ambas,Dev back-end;Dev full-stack,,Sí,5-9,5-9,<10,Ed. Universitaria;Master,Análisis de Sistemas;Ing. Informática,+ || -,HOMBRE,25-29,15.000.000 a 18.000.000 Gs.,JavaScript;PHP;HTML/CSS;SQL;Bash/Shell/PowerShell;Dart,JQuery;Laravel;CakePHP,Flutter,MySQL;MariaDB;PostgreSQL;SQLite,GNU/Linux;Microsoft Windows;Docker;AWS,PHP,,Laravel,Angular,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Trello;Discord
2021/03/04 6:46:37 p. m. GMT-3,Remoto,Internacional,Dev full-stack,,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Otras Ing.,BASTANTE,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;Python;Java;HTML/CSS;SQL,React.js;JQuery;Flask,,PostgreSQL,GNU/Linux;MacOS,TypeScript,PHP,React.js,Ruby on Rails,GitHub;Slack;GitLab;Jira;Google Suite;Trello;Discord
2021/03/04 7:30:58 p. m. GMT-3,Remoto,Ambas,Project Lead,,Sí,10-14,5-9,18-19,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Master,Ing. Informática,BASTANTE,HOMBRE,30-34,> 27.000.000 Gs.,JavaScript;PHP;Python;Java;C#;C++;HTML/CSS;SQL;Assembly,React.js;Angular.js;JQuery;Django;Flask;Symfony,Node.js;.NET;React Native;Flutter;Xamarin,MySQL;PostgreSQL;SQLite;MongoDB;Redis;Oracle,GNU/Linux;Microsoft Windows;Docker;Android;Raspberry Pi;Google Cloud Platform;Kubernetes;Arduino,Java,PHP,React.js,Laravel,Slack;GitLab;Jira;Google Suite;Confluence;Microsoft Team;Trello;Discord
2021/03/04 7:33:09 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack,,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,20-24,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;Python;Java;Go;HTML/CSS;SQL;Bash/Shell/PowerShell,React.js;Express;Spring;Django,Node.js;Ansible,MySQL;PostgreSQL;Oracle;Firebase;DynamoDB,GNU/Linux;Docker;AWS;Kubernetes,Go,PHP,React.js,Angular,GitHub;Slack;GitLab;Jira;Google Suite;Trello
2021/03/04 7:39:15 p. m. GMT-3,Remoto,Internacional,Dev mobile,,Sí,5-9,5-9,10-11,Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,25-29,24.000.000 a 27.000.000 Gs.,JavaScript;TypeScript;Python;Java;Kotlin;HTML/CSS;SQL;Bash/Shell/PowerShell;Swift;R,React.js;Express;Vue.js;Spring;Django,Node.js;Pandas;TensorFlow;React Native;Keras;Torch/PyTorch,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Redis;Firebase,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;Microsoft Azure;iOS,Kotlin,PHP,Express,Ruby on Rails,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Trello
2021/03/04 7:46:07 p. m. GMT-3,Remoto,Internacional,Dev mobile,,Sí,5-9,5-9,10-11,Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,25-29,24.000.000 a 27.000.000 Gs.,JavaScript;TypeScript;Python;Java;Kotlin;HTML/CSS;SQL;Bash/Shell/PowerShell;Swift;R,React.js;Express;Vue.js;Spring;Django,Node.js;Pandas;TensorFlow;React Native;Keras;Torch/PyTorch,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Redis;Firebase,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;Microsoft Azure;iOS,Kotlin,PHP,Express,Ruby on Rails,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Trello
2021/03/04 7:57:31 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Dev de sistemas embebidos;DB Admin,Sys Admin,Sí,5-9,<5,14-15,Ed. Universitaria,Programación,BASTANTE,HOMBRE,25-29,7.000.000 a 9.000.000 Gs.,JavaScript;TypeScript;Python;HTML/CSS;SQL;Rust,React.js;Angular;Angular.js;Vue.js;Django;Flask,Flutter,PostgreSQL;SQLite;MongoDB;Redis,GNU/Linux;Microsoft Windows;Docker;AWS;Android;Raspberry Pi;Kubernetes,Python,Java,Django,JQuery,GitHub;Slack;GitLab;Jira;Google Suite;Discord
2021/03/04 8:27:28 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev mobile,,Sí,5-9,5-9,10-11,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Análisis de Sistemas,+ || -,HOMBRE,30-34,5.000.000 a 7.000.000 Gs.,JavaScript;PHP;Python;Java;Kotlin,React.js;JQuery;Django;CodeIgniter,Node.js;React Native,MySQL;MongoDB,Microsoft Windows;MacOS;Android,Kotlin,Java,React.js,Laravel,GitHub;Slack;Jira;Google Suite
2021/03/04 9:01:11 p. m. GMT-3,Remoto,Internacional,Dev back-end,Sys Admin,Sí,5-9,10-14,18-19,Ed. Universitaria,Ing. Electrónica,+ || -,HOMBRE,30-34,> 27.000.000 Gs.,PHP;Python;C;C++;R,,Ansible,,GNU/Linux;Docker;AWS;Android;Raspberry Pi;Arduino,Python,Java,,,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Trello;Discord
2021/03/04 9:24:02 p. m. GMT-3,Hibrído,Ambas,Dev front-end,Inv. Cientifico;Diseñador,Sí,<5,<5,28-29,Ed. Universitaria,Otras,+ || -,MUJER,30-34,12.000.000 a 15.000.000 Gs.,JavaScript;Python;HTML/CSS,React.js;Django,Flutter,PostgreSQL,GNU/Linux;Microsoft Windows;MacOS;Docker;Android;Google Cloud Platform;iOS,HTML/CSS,Java,React.js,Laravel,GitHub;Slack
2021/03/04 9:50:28 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack;Aps de escritorio o empresariales;Project Lead,Sys Admin,Sí,20-24,20-24,>30,Ed. Universitaria,Ing. Informática,MUY,HOMBRE,40-44,15.000.000 a 18.000.000 Gs.,JavaScript;TypeScript;PHP,Angular;Angular.js;JQuery;Symfony,,MySQL;MariaDB;PostgreSQL;SQLite,GNU/Linux;Microsoft Windows;MacOS;Docker;WordPress,PHP,Java,Angular,React.js,GitHub;Slack;GitLab;Jira;Confluence;Trello
2021/03/04 10:08:10 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,,Sí,5-9,5-9,10-11,Ed. Universitaria;Autodidacta,Ing. Informática;Otras,BASTANTE,HOMBRE,25-29,9.000.000 a 12.000.000 Gs.,JavaScript;TypeScript;Python;Java;C;HTML/CSS,Angular;Angular.js;JQuery;Spring,Node.js,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Redis,GNU/Linux,Java,JavaScript,Spring,,GitHub;Slack;GitLab;Jira;Confluence;Discord
2021/03/05 1:07:23 a. m. GMT-3,Ninguna,Nacional (Paraguay),Dev full-stack,Diseñador,No,<5,<5,<10,Autodidacta,Programación;Otras,MUY,HOMBRE,25-29,2.192.839 gs a 3.500.000 Gs.,JavaScript;TypeScript;PHP;Java;C;HTML/CSS,Angular;JQuery,Node.js,MySQL;MongoDB;Firebase,GNU/Linux,JavaScript,C++,Angular,CakePHP,GitHub
2021/03/05 8:00:49 a. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack,Data Scientist ML Specialist,Sí,<5,<5,26-27,Ed. Universitaria,Ninguna,+ || -,HOMBRE,25-29,< 2.192.839 Gs.,Python;HTML/CSS;SQL,Django;Flask,,MySQL,Microsoft Windows,Python,VBA,Flask,,GitHub;Microsoft Team
2021/03/05 8:33:26 a. m. GMT-3,Hibrído,Ambas,Project Lead,Inv. Cientifico,Sí,10-14,15-19,20-21,Doctorado,Ing. Informática,MUY,HOMBRE,35-39,24.000.000 a 27.000.000 Gs.,JavaScript;Python;Ruby;Java;HTML/CSS;SQL;Bash/Shell/PowerShell;R;Perl,,Node.js;Pandas;Cordova,MySQL;PostgreSQL;SQLite;MongoDB;Redis,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Android;WordPress;Heroku,Java,VBA,,Spring,GitHub;Slack;GitLab;Jira;Google Suite;Microsoft Team;Microsoft Azure;Trello
2021/03/05 9:00:57 a. m. GMT-3,Presencial,Nacional (Paraguay),Dev de sistemas embebidos;Aps de escritorio o empresariales,,Sí,5-9,5-9,<10,Ed. Universitaria;Autodidacta,Ing. Informática,+ || -,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,PHP;Java;Kotlin;C;C#;C++;HTML/CSS;SQL;Oracle form,CakePHP,.NET,MySQL;PostgreSQL;SQLite;Oracle,GNU/Linux;Microsoft Windows;Android;Raspberry Pi;Arduino,SQL,,,,
2021/03/05 10:55:36 a. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,,Sí,5-9,5-9,12-13,Ed. Universitaria,Análisis de Sistemas,MUY,HOMBRE,30-34,9.000.000 a 12.000.000 Gs.,Java;SQL,Spring,,PostgreSQL;Microsoft SQL Server;Oracle,Microsoft Windows,Java,Fox Pro,Vue.js,JQuery,GitHub;Slack;Jira;Confluence;Microsoft Team
2021/03/05 2:48:11 p. m. GMT-3,Remoto,Internacional,Dev full-stack;Project Lead,,Sí,5-9,5-9,,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,25-29,18.000.000 a 21.000.000 Gs.,JavaScript;TypeScript;Python;HTML/CSS;SQL;Bash/Shell/PowerShell,React.js;Angular;Express;Django;Flask,Node.js,PostgreSQL;MongoDB,GNU/Linux;Docker;Kubernetes,TypeScript,,Django,Angular.js,GitHub;Slack;GitLab;Google Suite;Discord
2021/03/05 4:06:28 p. m. GMT-3,Remoto,Ambas,Project Lead,Data Scientist ML Specialist;Educador,Sí,20-24,20-24,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Master,Ing. Informática,BASTANTE,HOMBRE,35-39,> 27.000.000 Gs.,JavaScript;PHP;Python;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;R;Perl,JQuery;ASP.NET;Spring,Node.js;.NET;Pandas;Keras,MySQL;PostgreSQL;Microsoft SQL Server;Oracle;IBM DB2,GNU/Linux;Microsoft Windows;MacOS,Java,JavaScript,Spring,JQuery,GitHub;GitLab;Google Suite
2021/03/05 5:09:24 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,,Sí,5-9,5-9,<10,Ed. Universitaria,Programación;Análisis de Sistemas,+ || -,HOMBRE,25-29,9.000.000 a 12.000.000 Gs.,JavaScript;TypeScript;PHP;C#;HTML/CSS;Bash/Shell/PowerShell;VBA;Genexus;Fox Pro,Angular.js;JQuery;ASP.NET;Express;ASP.NET Core;Laravel,.NET;NET Core;Xamarin,MySQL;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle,GNU/Linux;Microsoft Windows;Android;Microsoft Azure;Heroku,C#,C,ASP.NET Core,CakePHP,GitHub;Slack;Google Suite;Microsoft Team;Microsoft Azure
2021/03/05 7:35:54 p. m. GMT-3,Remoto,Internacional,Dev full-stack,,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Otras Ing.,BASTANTE,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;Python;Java;HTML/CSS;SQL,React.js;JQuery;Flask,,PostgreSQL,GNU/Linux;MacOS,TypeScript,PHP,React.js,Ruby on Rails,GitHub;Slack;GitLab;Jira;Google Suite;Trello;Discord
2021/03/05 9:39:06 p. m. GMT-3,Hibrído,Nacional (Paraguay),QA o testing;DB Admin;Project Lead,Diseñador,Sí,5-9,<5,14-15,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Ing. Informática,MUY,MUJER,30-34,9.000.000 a 12.000.000 Gs.,JavaScript;PHP;Python;Ruby;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Perl,Angular;Angular.js;JQuery;Spring;Django;CodeIgniter;Ruby on Rails,,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Oracle;IBM DB2,GNU/Linux;Microsoft Windows;Docker;Android;WordPress,HTML/CSS,,Angular,,GitHub;GitLab;Google Suite;Microsoft Team;Trello
2021/03/06 2:36:36 a. m. GMT-3,Remoto,Ambas,Dev front-end;Dev mobile,,Sí,<5,<5,16-17,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,25-29,7.000.000 a 9.000.000 Gs.,JavaScript;Python;C;HTML/CSS;SQL,React.js;Angular;Django,Node.js;React Native;Cordova,MySQL;PostgreSQL;SQLite;Redis,GNU/Linux;Microsoft Windows,JavaScript,C,Django,Angular.js,GitHub;Slack;GitLab;Google Suite;Trello
2021/03/06 7:44:31 a. m. GMT-3,Remoto,Internacional,Dev full-stack,,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Otras Ing.,BASTANTE,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;Python;Java;HTML/CSS;SQL,React.js;JQuery;Flask,,PostgreSQL,GNU/Linux;MacOS,TypeScript,PHP,React.js,Ruby on Rails,GitHub;Slack;GitLab;Jira;Google Suite;Trello;Discord
2021/03/06 11:24:15 a. m. GMT-3,Hibrído,Nacional (Paraguay),Dev back-end;Dev front-end,Sys Admin,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Análisis de Sistemas;Ing. Informática,MUY,HOMBRE,25-29,2.192.839 Gs.,JavaScript;PHP;Java;SQL,JQuery,Node.js,PostgreSQL,GNU/Linux;Microsoft Windows;Docker,PHP,Java,Express,,GitHub;GitLab
2021/03/06 12:08:31 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;DB Admin,,Sí,10-14,10-14,14-15,Master,Ing. Informática,+ || -,HOMBRE,35-39,5.000.000 a 7.000.000 Gs.,JavaScript;Python;HTML/CSS;SQL;Bash/Shell/PowerShell,JQuery;Django,,MySQL;PostgreSQL,GNU/Linux,Python,Java,Django,,GitHub;GitLab;Google Suite;Trello
2021/03/06 3:01:13 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;DB Admin,,Sí,10-14,10-14,14-15,Master,Ing. Informática,+ || -,HOMBRE,35-39,5.000.000 a 7.000.000 Gs.,JavaScript;Python;HTML/CSS;SQL;Bash/Shell/PowerShell,JQuery;Django,,MySQL;PostgreSQL,GNU/Linux,Python,Java,Django,,GitHub;GitLab;Google Suite;Trello
2021/03/06 11:06:50 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack;QA o testing,,Sí,5-9,5-9,12-13,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,Python;Java;C;C#;HTML/CSS,Vue.js;Spring;Django,.NET;NET Core,PostgreSQL;Oracle;Firebase;Elasticsearch,GNU/Linux;Microsoft Windows;MacOS;AWS;Android,Python,JavaScript,Vue.js,,GitHub;Slack;GitLab;Jira;Google Suite;Microsoft Team;Trello
2021/03/07 11:15:12 a. m. GMT-3,Presencial,Nacional (Paraguay),Dev de sistemas embebidos,Diseñador,Sí,35-39,35-39,>30,Ed. Universitaria,Análisis de Sistemas,+ || -,MUJER,55-59,12.000.000 a 15.000.000 Gs.,SQL;Bash/Shell/PowerShell;COBOL,,,PostgreSQL;Oracle,GNU/Linux,SQL,,,,Slack;GitLab;Jira;Google Suite;Confluence;Microsoft Team;Trello
2021/03/07 11:45:18 a. m. GMT-3,Remoto,Internacional,Dev mobile;Dev de videojuegos,Diseñador,No,<5,<5,<10,Ed. Basica;Ed. Secundaria,Programación;Diseño Gráfico,BASTANTE,HOMBRE,20-24,< 2.192.839 Gs.,JavaScript;Java;C#;C++;HTML/CSS,JQuery,Unity 3D,SQLite,GNU/Linux;Microsoft Windows;Android,JavaScript,Kotlin,,,GitHub;Discord
2021/03/07 1:06:50 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev full-stack;Project Lead,Sys Admin,Sí,10-14,10-14,20-21,Ed. Universitaria;Master,Programación;Ing. Informática;Otras,MUY,HOMBRE,40-44,9.000.000 a 12.000.000 Gs.,JavaScript;PHP;Python;Ruby;Java;C;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;R;VBA;Fox Pro;COBOL,JQuery;CakePHP;Ruby on Rails,Unity 3D;Cordova,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;IBM DB2,GNU/Linux;Microsoft Windows;Android;WordPress;Heroku,C,JavaScript,CakePHP,CodeIgniter,GitHub;Slack;GitLab;Jira;Google Suite;Microsoft Team;Trello;Discord
2021/03/08 12:45:00 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev full-stack,,Sí,5-9,5-9,14-15,Ed. Universitaria,Ing. Informática,BASTANTE,MUJER,30-34,5.000.000 a 7.000.000 Gs.,JavaScript;Python;Java;C#;HTML/CSS;SQL,JQuery;Spring;Django,.NET,MySQL;PostgreSQL;SQLite,GNU/Linux;Microsoft Windows,Python,,Django,,GitHub;Jira
2021/03/08 12:48:38 p. m. GMT-3,Hibrído,Nacional (Paraguay),Dev back-end;Dev mobile;Aps de escritorio o empresariales,,Sí,10-14,10-14,12-13,Ed. Universitaria,Ing. Informática,MUY,HOMBRE,25-29,9.000.000 a 12.000.000 Gs.,JavaScript;Python;Java;C;HTML/CSS;Genexus,Express;Django,Node.js,MySQL;PostgreSQL;MongoDB,GNU/Linux;Microsoft Windows;Heroku,Python,HTML/CSS,Express,Laravel,GitHub;Google Suite;Microsoft Team;Trello
2021/03/08 12:59:03 p. m. GMT-3,Presencial,Nacional (Paraguay),QA o testing,,Sí,<5,,,Ed. Universitaria,Análisis de Sistemas,MUY,MUJER,25-29,2.192.839 gs a 3.500.000 Gs.,,,,PostgreSQL;Oracle,GNU/Linux;Microsoft Windows,SQL,,,,GitHub;Google Suite;Microsoft Team;Microsoft Azure;Trello
2021/03/08 1:04:09 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack;DB Admin,,Sí,5-9,5-9,16-17,Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;Python;Java,React.js;Angular.js;JQuery;Django,,PostgreSQL,GNU/Linux,,PHP,,,GitHub;Slack;GitLab;Jira
2021/03/08 1:08:21 p. m. GMT-3,Remoto,Internacional,Dev back-end;Dev front-end,,Sí,5-9,5-9,10-11,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Programación;Análisis de Sistemas,MUY,MUJER,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;PHP;Python;Java;C;HTML/CSS;SQL,React.js;Express;Flask;Laravel,Node.js,MySQL;MariaDB;PostgreSQL;MongoDB;Firebase,GNU/Linux;MacOS;WordPress,JavaScript,Genexus,React.js,ASP.NET,GitHub;GitLab;Google Suite
2021/03/08 1:21:22 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end,Data Scientist ML Specialist,Sí,5-9,10-14,20-21,Ed. Universitaria,Ing. Informática,MUY,HOMBRE,35-39,5.000.000 a 7.000.000 Gs.,Python;Java;C#;SQL,JQuery;ASP.NET;ASP.NET Core;Spring,TensorFlow,PostgreSQL;Microsoft SQL Server;Oracle,Microsoft Windows,Java,,Spring,,GitHub;Slack;Google Suite;Microsoft Team;Trello
2021/03/08 1:26:33 p. m. GMT-3,Hibrído,Internacional,Dev back-end,,Sí,<5,<5,<10,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Ing. Informática,+ || -,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;Java;HTML/CSS;SQL,React.js;Angular;Angular.js;Spring,Cordova,MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle;Firebase,GNU/Linux;Microsoft Windows;MacOS;Docker;iOS;Heroku,Java,PHP,React.js,JQuery,GitHub;GitLab;Jira;Google Suite;Confluence;Microsoft Team
2021/03/08 1:27:27 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end,,Sí,5-9,5-9,14-15,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Ing. Informática,MUY,HOMBRE,25-29,7.000.000 a 9.000.000 Gs.,JavaScript;Python;Java;C;HTML/CSS;SQL,Angular;Angular.js;Vue.js,Node.js,PostgreSQL;Oracle,GNU/Linux;Microsoft Windows,Java,PHP,Vue.js,ASP.NET,GitHub;Slack;GitLab;Jira;Google Suite
2021/03/08 1:33:19 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Dev mobile,,Sí,10-14,5-9,10-11,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Análisis de Sistemas,+ || -,HOMBRE,30-34,9.000.000 a 12.000.000 Gs.,Java;SQL,,,PostgreSQL;MongoDB;Oracle,GNU/Linux;Microsoft Windows;MacOS;iOS,Java,PHP,Spring,Django,GitHub;GitLab;Google Suite
2021/03/08 1:34:43 p. m. GMT-3,Hibrído,Nacional (Paraguay),Aps de escritorio o empresariales,Data Scientist ML Specialist;Diseñador,Sí,10-14,10-14,12-13,Ed. Universitaria;Autodidacta,Análisis de Sistemas,CRITICO,HOMBRE,35-39,15.000.000 a 18.000.000 Gs.,Java;SQL;Oracle form,,,MySQL;Microsoft SQL Server;Oracle,Microsoft Windows,Oracle form,,,,
2021/03/08 1:43:22 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Aps de escritorio o empresariales,,Sí,10-14,10-14,14-15,Ed. Universitaria,Análisis de Sistemas,MUY,HOMBRE,35-39,7.000.000 a 9.000.000 Gs.,JavaScript;TypeScript;PHP;Java;HTML/CSS;SQL;Oracle form;Genexus;Fox Pro;COBOL,Angular;JQuery;Spring,Node.js,MySQL;PostgreSQL;Microsoft SQL Server;Oracle,GNU/Linux;Microsoft Windows,Java,SQL,Angular,Django,GitLab;Google Suite
2021/03/08 1:44:09 p. m. GMT-3,Presencial,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Dev mobile,,Sí,10-14,5-9,10-11,Ed. Basica;Ed. Secundaria;Ed. Universitaria;Autodidacta,Programación;Análisis de Sistemas;Diseño Gráfico,BASTANTE,HOMBRE,30-34,7.000.000 a 9.000.000 Gs.,JavaScript;TypeScript;PHP;Python;Java;Kotlin;C;HTML/CSS;SQL,React.js;Angular;Angular.js;JQuery;ASP.NET;Spring;Laravel;Symfony,Node.js;.NET;React Native;Cordova,MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Oracle,GNU/Linux;Microsoft Windows;Android,JavaScript,Genexus,Angular,React.js,GitHub;Slack;GitLab;Jira;Google Suite;Microsoft Team;Trello;Discord
2021/03/08 1:48:30 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack;Project Lead,,Sí,5-9,5-9,12-13,Master,Análisis de Sistemas,+ || -,MUJER,25-29,12.000.000 a 15.000.000 Gs.,JavaScript;Java;C#;HTML/CSS;SQL,JQuery;ASP.NET;ASP.NET Core;Spring,.NET;NET Core,MySQL;PostgreSQL;Microsoft SQL Server;Oracle,GNU/Linux;Microsoft Windows;MacOS;Docker;AWS;Microsoft Azure,C#,C,ASP.NET,,GitHub;Slack;GitLab;Jira;Google Suite;Confluence;Trello
2021/03/08 1:52:50 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev back-end;Dev front-end;Dev full-stack;Dev de sistemas embebidos;Aps de escritorio o empresariales,,Sí,10-14,10-14,16-17,Ed. Basica;Ed. Secundaria;Ed. Universitaria,Ing. Informática,BASTANTE,HOMBRE,35-39,7.000.000 a 9.000.000 Gs.,JavaScript;TypeScript;PHP;Python;Ruby;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Assembly;Perl;Oracle form,Angular.js;JQuery;CodeIgniter,Node.js;.NET,MySQL;PostgreSQL;Microsoft SQL Server;SQLite;Oracle;Firebase;IBM DB2,GNU/Linux;Microsoft Windows;Docker;AWS;Android;Kubernetes,Java,JavaScript,Angular.js,CodeIgniter,GitHub;Slack;GitLab;Jira;Google Suite;Microsoft Team;Trello
2021/03/08 2:10:07 p. m. GMT-3,Remoto,Nacional (Paraguay),Dev full-stack,,Sí,<5,5-9,12-13,Ed. Universitaria;Autodidacta,Análisis de Sistemas;Ing. Informática,MUY,HOMBRE,25-29,5.000.000 a 7.000.000 Gs.,JavaScript;TypeScript;Python;Ruby;Java;C;C#;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Swift,Angular;Angular.js;JQuery;Express;Vue.js;Spring;Django;Flask,Node.js;.NET;NET Core,MySQL;PostgreSQL;MongoDB,GNU/Linux;Microsoft Windows;MacOS;Docker;iOS,Python,PHP,Vue.js,Laravel,GitHub;Slack;GitLab;Google Suite;Microsoft Azure;Trello;Discord
2021/03/08 2:16:10 p. m. GMT-3,Presencial,Nacional (Paraguay),Aps de escritorio o empresariales,Sys Admin,Sí,5-9,5-9,14-15,Ed. Universitaria,Programación;Análisis de Sistemas,+ || -,MUJER,35-39,7.000.000 a 9.000.000 Gs.,SQL,,,Microsoft SQL Server,Microsoft Windows,Otro,Assembly,,,
