"Marca temporal","Modalidad","Trabajo","Tipo de trabajo","DevOps","Codificar por trabajo","Experiencia en TI","Experiencia en codificación ","Primera línea de código en una máquina","Educación","Carreras o especialidades","Importancia educación formal","Género","Edad actual ","Salario mensual","Programación, scripting y lenguajes de marcado","Librerías o web frameworks","Otras frameworks, librerías y herramientas","Base de datos","Plataformas","Lenguaje favorito","Lenguaje más odiado","Framework favorito","Framework más odiado","Herramientas"
"2021/03/02 6:01:56 a. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Administrador de base de datos","","No","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria","Programación;Análisis de sistemas","Bastante importante","Hombre","25 a 29 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;Java;HTML/CSS;SQL","Angular.js;JQuery;Express","Node.js","MySQL;PostgreSQL","GNU/Linux;Microsoft Windows","JavaScript","Genexus","JQuery","Angular.js","GitHub"
"2021/03/02 6:06:26 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Aplicaciones de escritorio o empresariales","Administrador de sistemas","Sí","5 a 9 años","Menos de 5 años","10 a 11 años","Educación básica;Educación secundaria;Educación universitaria","Programación;Análisis de sistemas","Muy importante","Hombre","30 a 34 años","Entre 2.192.839 gs a 3.500.000 gs","Java;C#;SQL","React.js",".NET;React Native;Flutter","PostgreSQL","Microsoft Windows","C#","PHP","React.js","Angular","GitHub;Trello;Discord"
"2021/03/02 6:33:39 a. m. GMT-3","Presencial","Nacional (Paraguay)","QA o testing","","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación universitaria;Autodidacta","Análisis de sistemas","Más o menos importante","Mujer","30 a 34 años","Entre 3.500.000 a 5.000.000 gs","C#;HTML/CSS;SQL;Oracle form","Laravel","Node.js;.NET","MySQL;PostgreSQL;Oracle","GNU/Linux","Oracle form","JavaScript","Laravel","","GitHub;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Microsoft Azure"
"2021/03/02 6:55:24 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Administrador de base de datos","Administrador de sistemas","No","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","25 a 29 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;Java;Go;HTML/CSS;Dart","JQuery",".NET","MySQL;PostgreSQL;Oracle","Microsoft Windows;Android","Go","C++","JQuery","Vue.js","GitHub;Jira;Discord"
"2021/03/02 7:07:52 a. m. GMT-3","Hibrído","Ambas","Desarrollador front-end;Desarrollador de sistemas embebidos;Administrador de base de datos","Administrador de sistemas","Sí","10 a 14 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Muy importante","Hombre","35 a 39 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;Python;Java;C++;HTML/CSS;SQL","React.js;Vue.js;Laravel","Node.js","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle","GNU/Linux;Microsoft Windows;Microsoft Azure","JavaScript","Java","React.js","Laravel","GitHub;Slack;Microsoft Team"
"2021/03/02 7:10:49 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Project Leader","","Sí","5 a 9 años","5 a 9 años","18 a 19 años","Educación universitaria","Programación;Análisis de sistemas;Ingeniero Informática","Más o menos importante","Hombre","25 a 29 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;C#;HTML/CSS;SQL;Oracle form;Fox Pro","React.js;ASP.NET;ASP.NET Core","Node.js;.NET;NET Core","MySQL;MongoDB;Oracle","GNU/Linux;Microsoft Windows;Docker;Arduino","C#","C#","ASP.NET Core","ASP.NET Core","GitHub;Microsoft Team;Microsoft Azure;Discord"
"2021/03/02 7:22:15 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador mobile","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Muy importante","Hombre","25 a 29 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;TypeScript;Java;HTML/CSS;SQL","Angular;Express;Vue.js;Spring","Node.js;Cordova","PostgreSQL","GNU/Linux;Microsoft Windows;Docker;Google Cloud Platform","JavaScript","Java","Angular","Angular.js","GitLab;Jira;Google Suite (Docs, Meet, etc)"
"2021/03/02 7:42:28 a. m. GMT-3","Remoto","Ambas","Desarrollador back-end;Desarrollador front-end","Diseñador","Sí","5 a 9 años","5 a 9 años","14 a 15 años","Master","Análisis de sistemas","Muy importante","Hombre","30 a 34 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;PHP","React.js;JQuery;Vue.js","Node.js","MySQL;MariaDB;PostgreSQL;MongoDB","Microsoft Windows","JavaScript","","Vue.js","Angular","GitHub;Slack;Discord"
"2021/03/02 8:00:29 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Administrador de base de datos","Administrador de sistemas","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Muy importante","Hombre","35 a 39 años","Entre 3.500.000 a 5.000.000 gs","Bash/Shell/PowerShell","","","PostgreSQL;Microsoft SQL Server","Microsoft Windows;Android;Microsoft Azure","Bash/Shell/PowerShell","","","","Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Microsoft Azure"
"2021/03/02 8:00:55 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Project Leader","","Sí","10 a 14 años","10 a 14 años","16 a 17 años","Educación universitaria","Ingeniero Informática","Bastante importante","Hombre","35 a 39 años","Entre 9.000.000 a 12.000.000 gs","Java;C#;C++;SQL;Genexus","Angular;ASP.NET Core",".NET;NET Core","MySQL;PostgreSQL;Microsoft SQL Server;Oracle;IBM DB2","GNU/Linux;Microsoft Windows","Genexus","Java","Django","","Microsoft Team"
"2021/03/02 8:22:18 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador mobile","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación universitaria;Autodidacta","Ingeniero Informática","No importa, no es necesario","Hombre","20 a 24 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;Python;Java;Kotlin;C;C++;HTML/CSS;SQL","JQuery;Flask","","MySQL;PostgreSQL;Microsoft SQL Server;SQLite","GNU/Linux;Microsoft Windows;Android","Kotlin","Java","","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team"
"2021/03/02 8:39:23 a. m. GMT-3","Hibrído","Ambas","Aplicaciones de escritorio o empresariales;Administrador de base de datos;Project Leader","Administrador de sistemas","Sí","10 a 14 años","10 a 14 años","10 a 11 años","Educación universitaria;Master","Programación;Análisis de sistemas","Bastante importante","Mujer","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;PHP;Python;HTML/CSS;SQL","JQuery;Django","","MySQL;PostgreSQL;Oracle","Microsoft Windows;Android","SQL","Java","JQuery","","Trello"
"2021/03/02 9:01:57 a. m. GMT-3","Presencial","Nacional (Paraguay)","Aplicaciones de escritorio o empresariales","Administrador de sistemas","Sí","10 a 14 años","5 a 9 años","14 a 15 años","Educación universitaria","Programación;Análisis de sistemas","Bastante importante","Mujer","35 a 39 años","Entre 7.000.000 a 9.000.000 gs","SQL","","","Microsoft SQL Server","Microsoft Windows","Otro","","","",""
"2021/03/02 9:08:18 a. m. GMT-3","Remoto","Internacional","Desarrollador back-end","Científico de datos o especialista Machine Learning","Sí","10 a 14 años","10 a 14 años","16 a 17 años","Educación secundaria;Educación universitaria;Master","Análisis de sistemas;Otras","Muy importante","Hombre","30 a 34 años","Más de 27.000.000 gs","Python;Java;C#;HTML/CSS;SQL;Bash/Shell/PowerShell;Scala;Perl;Oracle form","Django;Flask;Ruby on Rails","Node.js;.NET;Pandas;TensorFlow;Torch/PyTorch;Hadoop","MySQL;PostgreSQL;Microsoft SQL Server;MongoDB;Oracle;DynamoDB;Cassandra;Elasticsearch","GNU/Linux;Microsoft Windows;Docker;AWS;Heroku","Python","Java","","","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team"
"2021/03/02 9:09:59 a. m. GMT-3","Hibrído","Nacional (Paraguay)","QA o testing","","Sí","Menos de 5 años","Menos de 5 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Programación;Análisis de sistemas;Ingeniero Informática;Ingeniero Electrónica","Bastante importante","Hombre","25 a 29 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;TypeScript;Java;C#;C++;HTML/CSS;SQL","Spring;Django","Node.js;.NET;NET Core","MySQL;PostgreSQL;MongoDB;Oracle","GNU/Linux;Microsoft Windows;Android;Raspberry Pi;Microsoft Azure;Heroku;Arduino","Python","Fox Pro","ASP.NET","CakePHP","GitHub;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Microsoft Azure;Discord"
"2021/03/02 9:13:07 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Aplicaciones de escritorio o empresariales;QA o testing;Administrador de base de datos","Administrador de sistemas","Sí","15 a 19 años","10 a 14 años","14 a 15 años","Educación universitaria;Master","Programación;Análisis de sistemas;Otras","Muy importante","Hombre","40 a 44 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;TypeScript;PHP;Java;HTML/CSS;SQL;VBA;Oracle form;Fox Pro;COBOL;RPG","React.js;Angular;Angular.js;JQuery","Node.js;React Native","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;Redis;Oracle;Firebase","GNU/Linux;Microsoft Windows;Android;Google Cloud Platform;Kubernetes","Java","PHP","JQuery","Laravel","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team;Trello"
"2021/03/02 9:14:22 a. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador full-stack","Diseñador","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Análisis de sistemas","Muy importante","Hombre","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;PHP;HTML/CSS;SQL","Angular.js;JQuery;Laravel","","MySQL;PostgreSQL","GNU/Linux;Microsoft Windows;Android","PHP","","Laravel","","GitHub;GitLab"
"2021/03/02 9:19:55 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end","","Sí","Menos de 5 años","Menos de 5 años","10 a 11 años","Educación universitaria","Análisis de sistemas","Más o menos importante","Hombre","25 a 29 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;TypeScript;Java;HTML/CSS;SQL;VBA","Angular;Angular.js","Node.js;.NET","PostgreSQL;Microsoft SQL Server","GNU/Linux;Microsoft Windows;Docker","Java","","Angular","","Jira;Microsoft Team"
"2021/03/02 9:26:36 a. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador de sistemas embebidos","Administrador de sistemas","Sí","5 a 9 años","Menos de 5 años","Menos de 10 años","Educación universitaria","Ingeniero Informática","Más o menos importante","Hombre","30 a 34 años","Entre 5.000.000 a 7.000.000 gs","Oracle form","","","Oracle","GNU/Linux;Microsoft Windows","SQL","","","",""
"2021/03/02 9:28:17 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end","Administrador de sistemas","Sí","5 a 9 años","5 a 9 años","14 a 15 años","Educación universitaria","Programación;Análisis de sistemas","Bastante importante","Hombre","30 a 34 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;PHP;HTML/CSS;SQL;Bash/Shell/PowerShell","Laravel;CakePHP","","MySQL;MariaDB;PostgreSQL","GNU/Linux;Docker;AWS","PHP","Ruby","Laravel","CodeIgniter","GitHub;Slack;GitLab;Jira;Trello;Discord"
"2021/03/02 9:30:57 a. m. GMT-3","Hibrído","Ambas","Administrador de base de datos","","Sí","10 a 14 años","10 a 14 años","14 a 15 años","Educación universitaria","Análisis de sistemas","Más o menos importante","Hombre","35 a 39 años","Entre 12.000.000 a 15.000.000 gs","Python;C#;SQL","ASP.NET;ASP.NET Core",".NET;NET Core","PostgreSQL;Microsoft SQL Server;Oracle","GNU/Linux;Microsoft Windows","SQL","JavaScript","ASP.NET","","GitHub;Slack;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Microsoft Azure;Trello;Discord"
"2021/03/02 9:32:02 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end","Administrador de sistemas","Sí","Menos de 5 años","Menos de 5 años","10 a 11 años","Educación universitaria","Ingeniero Electrónica","Muy importante","Hombre","25 a 29 años","Entre 5.000.000 a 7.000.000 gs","Python;C#;VBA","Django;Flask",".NET","PostgreSQL;Microsoft SQL Server;SQLite","GNU/Linux;Microsoft Windows","Python","PHP","Flask","CakePHP","GitHub;GitLab;Jira;Google Suite (Docs, Meet, etc);Confluence;Microsoft Team"
"2021/03/02 9:36:05 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador full-stack;Desarrollador mobile","","Sí","5 a 9 años","5 a 9 años","Menos de 10 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Programación;Análisis de sistemas;Ingeniero Informática","Más o menos importante","Hombre","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;PHP;Java;HTML/CSS;SQL;Dart","Angular;CakePHP","Node.js;Flutter","MySQL;MariaDB;PostgreSQL","Microsoft Windows;Android","PHP","HTML/CSS","CakePHP","","GitHub;GitLab;Microsoft Team"
"2021/03/02 9:38:01 a. m. GMT-3","Remoto","Nacional (Paraguay)","Administrador de base de datos","Educador","Sí","20 a 24 años","5 a 9 años","16 a 17 años","Educación secundaria","Programación","Crítico","Hombre","35 a 39 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;PHP;Python;Java;SQL;Oracle form","Angular;Angular.js;Django;Laravel","Node.js","MySQL;PostgreSQL;Oracle","GNU/Linux;Microsoft Windows;MacOS;Android;WordPress","SQL","Fox Pro","Django","Express","GitHub;Google Suite (Docs, Meet, etc);Microsoft Team;Discord"
"2021/03/02 9:38:58 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador de sistemas embebidos;Aplicaciones de escritorio o empresariales;Administrador de base de datos","Administrador de sistemas","Sí","10 a 14 años","5 a 9 años","14 a 15 años","Educación secundaria;Autodidacta","Ninguna","Más o menos importante","Hombre","30 a 34 años","Entre 5.000.000 a 7.000.000 gs","TypeScript;Java;Fox Pro","Angular;Spring","","PostgreSQL","GNU/Linux;Microsoft Windows;Android;Heroku","Java","","Spring","","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Trello"
"2021/03/02 10:00:46 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack","","Sí","5 a 9 años","5 a 9 años","12 a 13 años","Educación universitaria","Programación;Análisis de sistemas","Bastante importante","Hombre","30 a 34 años","Entre 9.000.000 a 12.000.000 gs","JavaScript;TypeScript;Java;HTML/CSS;SQL","React.js;Angular;Angular.js;Spring","Node.js","PostgreSQL;MongoDB","GNU/Linux;Microsoft Windows","JavaScript","","Spring","","GitHub;GitLab;Google Suite (Docs, Meet, etc);Microsoft Team;Trello"
"2021/03/02 10:05:49 a. m. GMT-3","Hibrído","Nacional (Paraguay)","Desarrollador back-end;Desarrollador full-stack;Administrador de base de datos;Project Leader","Administrador de sistemas","Sí","20 a 24 años","15 a 19 años","22 a 23 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Ingeniero Informática","Más o menos importante","Hombre","35 a 39 años","Entre 15.000.000 a 18.000.000 gs","JavaScript;PHP;Python;Java;Kotlin;C;C#;HTML/CSS;SQL;Bash/Shell/PowerShell;Dart;VBA","JQuery;Spring;Django;Flask",".NET;Pandas;Flutter","MySQL;PostgreSQL;SQLite;Oracle","GNU/Linux;Microsoft Windows;Docker;Android;Raspberry Pi;Kubernetes;Arduino","Java","JavaScript","Spring","","GitHub;Slack;Google Suite (Docs, Meet, etc);Microsoft Team;Microsoft Azure;Trello;Discord"
"2021/03/02 10:09:25 a. m. GMT-3","Ninguna de las anteriores","Ambas","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Desarrollador de sistemas embebidos;Aplicaciones de escritorio o empresariales;Administrador de base de datos;Project Leader","Administrador de sistemas;Científico de datos o especialista Machine Learning;Diseñador","No","45 a 49 años","15 a 19 años","18 a 19 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Ingeniero Informática;Diseño gráfico","Más o menos importante","Prefiero no compartir","35 a 39 años","Más de 27.000.000 gs","JavaScript;Python;Ruby;Java;Go;HTML/CSS","React.js;Vue.js;Spring;Django;Flask;CakePHP;Ruby on Rails;Gatsby","Pandas;TensorFlow;Unity 3D;Flutter;Keras;Chef","MySQL;MariaDB;PostgreSQL;Oracle;Elasticsearch","GNU/Linux;MacOS;Docker;AWS;Raspberry Pi;Microsoft Azure;WordPress;Google Cloud Platform;Kubernetes;Heroku","OpcióFox Pron 27","VBA","Vue.js","Laravel","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Trello;Facebook Workplace;Discord"
"2021/03/02 10:13:36 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador full-stack;Desarrollador mobile","","Sí","Menos de 5 años","Menos de 5 años","14 a 15 años","Educación secundaria;Autodidacta","Ninguna","No importa, no es necesario","Otros","15 a 19 años","Entre 2.192.839 gs a 3.500.000 gs","JavaScript;TypeScript;Python;Go;HTML/CSS;Dart","Angular;Express","Node.js;Flutter","MySQL;MongoDB;Firebase","GNU/Linux;Microsoft Windows","Go","PHP","Express","","GitHub;Jira;Google Suite (Docs, Meet, etc);Confluence"
"2021/03/02 10:13:38 a. m. GMT-3","Remoto","Nacional (Paraguay)","Desarrollador back-end;Desarrollador full-stack;Administrador de base de datos","Administrador de sistemas","Sí","15 a 19 años","15 a 19 años","20 a 21 años","Educación básica;Educación secundaria;Educación universitaria","Programación;Análisis de sistemas;Ingeniero Informática","Muy importante","Hombre","35 a 39 años","Entre 3.500.000 a 5.000.000 gs","JavaScript;PHP;Python;Java;C;C++;HTML/CSS;SQL;Bash/Shell/PowerShell;Assembly","Angular.js;JQuery;Vue.js;Django;Laravel;CodeIgniter","Node.js;Pandas;TensorFlow;Flutter;Keras","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB","GNU/Linux;Microsoft Windows;MacOS;Raspberry Pi;Arduino","PHP","","Laravel","","GitHub;Slack;GitLab;Google Suite (Docs, Meet, etc);Trello"
"2021/03/02 10:14:42 a. m. GMT-3","Hibrído","Internacional","Desarrollador full-stack;Desarrollador de sistemas embebidos;Administrador de base de datos","Administrador de sistemas;Investigador científico","Sí","15 a 19 años","20 a 24 años","22 a 23 años","Educación universitaria","Programación;Ingeniero Informática;Otras","Muy importante","Hombre","25 a 29 años","Entre 7.000.000 a 9.000.000 gs","JavaScript;PHP;Python;C;C#;HTML/CSS;Bash/Shell/PowerShell;Fox Pro","React.js;Angular.js;Spring;Django;Laravel;Ruby on Rails","Node.js;.NET;NET Core;React Native;Unity 3D;Flutter;Cordova;Xamarin","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server;SQLite;MongoDB;Oracle;Firebase;Cassandra;IBM DB2;Couchbase","GNU/Linux;Docker;AWS;Raspberry Pi;Microsoft Azure;WordPress;Google Cloud Platform;Kubernetes;Arduino","JavaScript","COBOL","Angular.js","ASP.NET","GitHub;Slack;GitLab;Jira;Google Suite (Docs, Meet, etc);Microsoft Team;Microsoft Azure;Trello;Facebook Workplace;Discord"
"2021/03/02 10:34:43 a. m. GMT-3","Presencial","Nacional (Paraguay)","Desarrollador back-end;Desarrollador front-end;Desarrollador full-stack;Project Leader","","Sí","10 a 14 años","10 a 14 años","12 a 13 años","Educación básica;Educación secundaria;Educación universitaria;Autodidacta","Programación;Análisis de sistemas;Ingeniero Informática","Bastante importante","Hombre","35 a 39 años","Entre 5.000.000 a 7.000.000 gs","JavaScript;PHP;Java;C++;HTML/CSS;SQL;Bash/Shell/PowerShell","JQuery;Vue.js;CodeIgniter","","MySQL;MariaDB;PostgreSQL;Microsoft SQL Server","GNU/Linux;Microsoft Windows","PHP","Spring","CodeIgniter","Spring","GitHub"
