,marca_temp,1_ocupacion,2_relacion_contractual,3_mercado_de_trabajo,4_rubro_de_trabajo,5_ROL_de_trabajo,6_años_de_experiencia,7) Nivel de seniority que Ud. considera que posee:,"8) Nivel de seniority que le asignan en su trabajo actual (aunque no sea en forma explícita, si puede inferir igual indique):",9_nivel_educativo,10_lugar_educativo,11_ingreso_mensual_en_dolares,12_beneficios_percibidos,13_remuneracion_vs_compañeros,14_habilidades_tecnicas,15_estimacion_de_vacancias,16_politicas_de_retencion_capacitacion,17_1_factores_opciones_lab,18_2_factores_opciones_lab,19_tuvo_entrev_inter,20_freq_ofert_laboral,21_mayor_dif_x_emp_internacionales,22_percep_señority,23_perf_mas_req,24_educacion_formal_internacionales,25_mayor_desafio_exterior,26_ingles_nivel_min
128,2022-09-15 14:12:54.436,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,Data Engineer,11 - 15,Senior,Senior,Maestría,Universidad Nacional de Asunción,más de 6000,"Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros), Bono anual",Menor,Data engineering o ML con herramientas en ambiente cloud (distintas a Spark y Hadoop),11 - 20,Sí,Remuneración económica,Espacio para crecimiento profesional,Sí,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",Las diferencias culturales y las habilidades blandas que se esperan de mí,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
129,2022-09-15 14:16:44.712,fulltime,r_dependencia,emp_local_cli_local,Gobierno,Software Arch.,11 - 15,Senior,Senior,Grado,Universidad Nacional de Asunción,4001 - 5000,"Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,menos de 5,No,Remuneración económica,Seguro social y plan de retiro (jubilación),No,No más de 2 al año,"La formación académica de especialización (postgrados, cursos, etc)",No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
130,2022-09-15 14:18:57.400,fulltime,indef_sin_contrato,emp_local_cli_local,Telefonía / Networking,Analista de Sist. / Business Analyst,hasta 2,Junior,No puedo saber,Grado,Universidad privada del Paraguay,menor a 1000,"Seguro médico, Vacaciones pagas, Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,No estoy directamente relacionado con tecnologías y herramientas,menos de 5,Sí,Oportunidad de aprendizaje,Oportunidad de crecimiento económico,No,3 a 5 veces al año,La experiencia previa,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
131,2022-09-15 14:25:18.034,fulltime,indef_sin_contrato,emp_local_cli_local,Sector financiero,Data Engineer,7.0,Senior,Senior,Grado,Universidad privada del Paraguay,1501 - 2000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Días libres, Equipos de trabajo (laptop, otros), Almuerzo",No trabajo para el exterior,Data engineering o ML con Spark sobre ecosistema hadoop,21 - 30,No,Oportunidad de crecimiento económico,Ambiente laboral,Sí,3 a 5 veces al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
132,2022-09-15 14:26:50.741,fulltime,r_dependencia,emp_local_cli_local,Educación,dev / software eng,más de 15,Senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial)",No trabajo para el exterior,Desarrollo web con Python (backend y/o frontend),menos de 5,No,Remuneración económica,Estabilidad laboral,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
133,2022-09-15 14:28:14.024,fulltime,r_dependencia,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,Proj. Manager y/o Prog. Manager,hasta 2,Junior,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,menor a 1000,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Trabajo híbrido (remoto y presencial)",No trabajo para el exterior,Desarrollo backend con Java,11 - 20,Sí,Oportunidad de crecimiento económico,Espacio para crecimiento profesional,No,3 a 5 veces al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
134,2022-09-15 14:28:36.563,fulltime,contrato_temporal,emp_local_cli_local,soft. factory / intermediaria,Team Lead,4.0,Mid-level o Associate,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,2001 - 2500,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,no sé,Sí,Modalidad de trabajo remota o híbrida,Espacio para crecimiento profesional,No,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.",No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
135,2022-09-15 14:29:45.133,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,QA,hasta 2,Mid-level o Associate,Mid-level o Associate,Grado,Universidad Nacional de Asunción,menor a 1000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,QA,5 - 10,Sí,Ambiente laboral,Espacio para crecimiento profesional,Sí,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
136,2022-09-15 14:34:47.703,fulltime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,11 - 15,Semi-senior,Senior,Grado,Universidad privada del Paraguay,2001 - 2500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",Menor,Desarrollo backend con Java,31 - 100,Sí,Remuneración económica,Ambiente laboral,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
137,2022-09-15 14:59:02.530,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,7.0,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,5001 - 6000,"Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Desarrollo backend con NodeJS,menos de 5,Sí,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.",Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
138,2022-09-15 15:01:45.521,fulltime,contrato_temporal,emp_local_cli_local,soft. factory / intermediaria,Data Scientist,5.0,Senior,Senior,Maestría,Universidad del extranjero,2001 - 2500,"13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial)",No trabajo para el exterior,Data engineering o ML con Spark sobre ecosistema hadoop,11 - 20,No,Oportunidad de crecimiento económico,Estabilidad laboral,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
139,2022-09-15 15:06:51.317,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,11 - 15,Principal,Senior,Grado,Universidad privada del Paraguay,3001 - 3500,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Desarrollo web con php (backend y/o frontend),5 - 10,Sí,Modalidad de trabajo remota o híbrida,Espacio para crecimiento profesional,Sí,6 a 10 veces al año,El idioma,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
140,2022-09-15 15:10:29.656,freelance,r_dependencia,emp_local_cli_local,soft. factory / intermediaria,Comercial / Business Development,5.0,Mid-level o Associate,Junior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Días libres",Menor,No estoy directamente relacionado con tecnologías y herramientas,menos de 5,No,Oportunidad de crecimiento económico,Oportunidad de crecimiento económico,Sí,No más de 2 al año,La experiencia previa,No trabajo para el exterior.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
141,2022-09-15 15:29:47.149,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,5.0,Mid-level o Associate,Semi-senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, viajes pagados",Igual,Desarrollo web con php (backend y/o frontend),menos de 5,Sí,Remuneración económica,Espacio para crecimiento profesional,Sí,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",El idioma,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
